week_ending,roi,name,dept,altitude,no2_weekly_mean,n_valid_days,log_no2
2022-08-14,potosi,Potosí,Potosí,highland,1.1416329788248561e-05,7.0,-11.380465789958173
2022-08-21,potosi,Potosí,Potosí,highland,7.520245566862488e-06,7.0,-11.79791176536781
2022-08-28,potosi,Potosí,Potosí,highland,1.2716243793765567e-05,7.0,-11.272630342893969
2022-09-04,potosi,Potosí,Potosí,highland,1.2474265165444e-05,6.0,-11.291842822635262
2022-09-11,potosi,Potosí,Potosí,highland,1.3754726444718725e-05,7.0,-11.194128051483156
2022-09-18,potosi,Potosí,Potosí,highland,1.2357279000568607e-05,7.0,-11.301265275755389
2022-09-25,potosi,Potosí,Potosí,highland,4.680353030618307e-06,6.0,-12.27213701698691
2022-10-02,potosi,Potosí,Potosí,highland,8.882955106299634e-06,5.0,-11.631376274078974
2022-10-09,potosi,Potosí,Potosí,highland,7.86876054003771e-06,7.0,-11.752609999674084
2022-10-16,potosi,Potosí,Potosí,highland,1.0752432570936473e-05,4.0,-11.440378543320833
2022-10-23,potosi,Potosí,Potosí,highland,4.729611989529693e-06,7.0,-12.26166739063713
2022-10-30,potosi,Potosí,Potosí,highland,1.0563314148242327e-05,6.0,-11.45812348912789
2022-11-06,potosi,Potosí,Potosí,highland,8.105788507042103e-06,6.0,-11.722932121013644
2022-11-13,potosi,Potosí,Potosí,highland,3.935283084805198e-06,4.0,-12.445527738452444
2022-11-20,potosi,Potosí,Potosí,highland,7.800947880796662e-06,6.0,-11.761265308473012
2022-11-27,potosi,Potosí,Potosí,highland,5.646074317303305e-06,4.0,-12.084550065395783
2022-12-04,potosi,Potosí,Potosí,highland,9.377079856128343e-06,3.0,-11.577242159392808
2022-12-11,potosi,Potosí,Potosí,highland,,2.0,
2022-12-18,potosi,Potosí,Potosí,highland,9.759612242835845e-06,4.0,-11.537257887546138
2022-12-25,potosi,Potosí,Potosí,highland,5.302672032691716e-06,3.0,-12.147299707339052
2023-01-01,potosi,Potosí,Potosí,highland,1.0803319859800253e-06,4.0,-13.738242169638184
2023-01-08,potosi,Potosí,Potosí,highland,,1.0,
2023-01-15,potosi,Potosí,Potosí,highland,1.07350534607836e-05,5.0,-11.44199614660088
2023-01-22,potosi,Potosí,Potosí,highland,4.972062529562438e-06,5.0,-12.211675808054899
2023-01-29,potosi,Potosí,Potosí,highland,,2.0,
2023-02-05,potosi,Potosí,Potosí,highland,4.3434693326135815e-06,4.0,-12.34683714379546
2023-02-12,potosi,Potosí,Potosí,highland,6.430498350733041e-06,4.0,-11.954458518715997
2023-02-19,potosi,Potosí,Potosí,highland,9.859084696725758e-06,4.0,-11.527117223605375
2023-02-26,potosi,Potosí,Potosí,highland,4.609127532261783e-06,5.0,-12.28747197434146
2023-03-05,potosi,Potosí,Potosí,highland,1.0665396029653379e-05,4.0,-11.448506073148268
2023-03-12,potosi,Potosí,Potosí,highland,4.344932252933339e-06,4.0,-12.346500391328581
2023-03-19,potosi,Potosí,Potosí,highland,8.984506021497306e-06,3.0,-11.620009017370622
2023-03-26,potosi,Potosí,Potosí,highland,4.805439779958738e-06,5.0,-12.24576199424453
2023-04-02,potosi,Potosí,Potosí,highland,7.842305895046491e-06,6.0,-11.755977647580416
2023-04-09,potosi,Potosí,Potosí,highland,,2.0,
2023-04-16,potosi,Potosí,Potosí,highland,7.055615781814804e-06,6.0,-11.86168669343303
2023-04-23,potosi,Potosí,Potosí,highland,8.099393557691339e-06,7.0,-11.723721368509558
2023-04-30,potosi,Potosí,Potosí,highland,9.411321687534719e-06,7.0,-11.573597158593959
2023-05-07,potosi,Potosí,Potosí,highland,7.229291951530571e-06,5.0,-11.837369458604389
2023-05-14,potosi,Potosí,Potosí,highland,4.978719020335666e-06,5.0,-12.21033792484789
2023-05-21,potosi,Potosí,Potosí,highland,6.228871965528324e-06,6.0,-11.986315306482368
2023-05-28,potosi,Potosí,Potosí,highland,4.409844516683516e-06,6.0,-12.331671126114927
2023-06-04,potosi,Potosí,Potosí,highland,1.0421546656021603e-05,5.0,-11.471635101173915
2023-06-11,potosi,Potosí,Potosí,highland,1.2089287604154851e-05,7.0,-11.323190819461205
2023-06-18,potosi,Potosí,Potosí,highland,6.477318174207316e-06,7.0,-11.94720399526965
2023-06-25,potosi,Potosí,Potosí,highland,1.0208409323041971e-05,7.0,-11.492298733905372
2023-07-02,potosi,Potosí,Potosí,highland,1.341510934985044e-05,7.0,-11.219128922807911
2023-07-09,potosi,Potosí,Potosí,highland,1.035059522705738e-05,7.0,-11.478466530045909
2023-07-16,potosi,Potosí,Potosí,highland,6.955212982105066e-06,7.0,-11.876019110181382
2023-07-23,potosi,Potosí,Potosí,highland,1.4997208049780643e-05,7.0,-11.107646504201028
2023-07-30,potosi,Potosí,Potosí,highland,7.317879764444492e-06,6.0,-11.825189921613674
2023-08-06,potosi,Potosí,Potosí,highland,6.914848111341277e-06,7.0,-11.881839558187664
2023-08-13,potosi,Potosí,Potosí,highland,8.650266270393602e-06,5.0,-11.657920454789801
2023-08-20,potosi,Potosí,Potosí,highland,1.1517428231490543e-05,7.0,-11.371649171413358
2023-08-27,potosi,Potosí,Potosí,highland,1.1596477958836348e-05,7.0,-11.364809130193372
2023-09-03,potosi,Potosí,Potosí,highland,1.230051123234061e-05,7.0,-11.305869732844718
2023-09-10,potosi,Potosí,Potosí,highland,9.688295126034782e-06,5.0,-11.544592089126814
2023-09-17,potosi,Potosí,Potosí,highland,1.3375247488825892e-05,5.0,-11.222104761515947
2023-09-24,potosi,Potosí,Potosí,highland,9.84588386566482e-06,7.0,-11.528457071775543
2023-10-01,potosi,Potosí,Potosí,highland,1.8838714458575718e-05,7.0,-10.879596525826967
2023-10-08,potosi,Potosí,Potosí,highland,5.479893119764463e-06,7.0,-12.114424960887165
2023-10-15,potosi,Potosí,Potosí,highland,1.04741860205269e-05,6.0,-11.466596802046348
2023-10-22,potosi,Potosí,Potosí,highland,1.2651788585588192e-05,3.0,-11.277711962620318
2023-10-29,potosi,Potosí,Potosí,highland,3.6071655216296404e-06,6.0,-12.5325882680939
2023-11-05,potosi,Potosí,Potosí,highland,7.16779749834434e-06,6.0,-11.845912133479722
2023-11-12,potosi,Potosí,Potosí,highland,,1.0,
2023-11-19,potosi,Potosí,Potosí,highland,-4.901022561632708e-06,6.0,
2023-11-26,potosi,Potosí,Potosí,highland,,1.0,
2023-12-03,potosi,Potosí,Potosí,highland,9.809572827514516e-06,3.0,-11.532151829930966
2023-12-10,potosi,Potosí,Potosí,highland,,2.0,
2023-12-17,potosi,Potosí,Potosí,highland,6.313745129384029e-06,4.0,-11.972781534594416
2023-12-24,potosi,Potosí,Potosí,highland,,1.0,
2023-12-31,potosi,Potosí,Potosí,highland,,1.0,
2024-01-07,potosi,Potosí,Potosí,highland,2.8415151543707683e-06,3.0,-12.771173142994257
2024-01-14,potosi,Potosí,Potosí,highland,9.047136762974762e-06,5.0,-11.613062230092876
2024-01-21,potosi,Potosí,Potosí,highland,8.708211461012058e-06,4.0,-11.651244131353044
2024-01-28,potosi,Potosí,Potosí,highland,7.815741017760849e-06,3.0,-11.759370778654949
2024-02-04,potosi,Potosí,Potosí,highland,8.3965265224919e-06,3.0,-11.687692446860677
2024-02-11,potosi,Potosí,Potosí,highland,,2.0,
2024-02-18,potosi,Potosí,Potosí,highland,,1.0,
2024-02-25,potosi,Potosí,Potosí,highland,1.0375540178986415e-05,3.0,-11.476059427758397
2024-03-03,potosi,Potosí,Potosí,highland,8.967973205731024e-06,3.0,-11.621850859963038
2024-03-10,potosi,Potosí,Potosí,highland,,2.0,
2024-03-17,potosi,Potosí,Potosí,highland,5.4147121655659315e-06,3.0,-12.12639083394424
2024-03-24,potosi,Potosí,Potosí,highland,3.793089808613587e-07,4.0,-14.784914711069806
2024-03-31,potosi,Potosí,Potosí,highland,9.008206742077933e-06,7.0,-11.617374535889152
2024-04-07,potosi,Potosí,Potosí,highland,4.783911265841293e-06,4.0,-12.25025208959806
2024-04-14,potosi,Potosí,Potosí,highland,1.3152723370444498e-05,3.0,-11.2388817203688
2024-04-21,potosi,Potosí,Potosí,highland,6.977310970113828e-06,7.0,-11.8728469632517
2024-04-28,potosi,Potosí,Potosí,highland,8.619400531240226e-06,6.0,-11.661495019646614
2024-05-05,potosi,Potosí,Potosí,highland,5.3895490440409924e-06,4.0,-12.131048841842022
2024-05-12,potosi,Potosí,Potosí,highland,8.346499797220675e-06,7.0,-11.693668292946102
2024-05-19,potosi,Potosí,Potosí,highland,4.1644055406985056e-07,5.0,-14.691522112849315
2024-05-26,potosi,Potosí,Potosí,highland,4.621347837613665e-06,7.0,-12.284824155675173
2024-06-02,potosi,Potosí,Potosí,highland,1.0060589976737854e-05,7.0,-11.506884749213286
2024-06-09,potosi,Potosí,Potosí,highland,7.63724619257336e-06,7.0,-11.782473465760368
2024-06-16,potosi,Potosí,Potosí,highland,1.0795453556769242e-05,7.0,-11.43638547943138
2024-06-23,potosi,Potosí,Potosí,highland,6.056685204359978e-06,6.0,-12.01434790352013
2024-06-30,potosi,Potosí,Potosí,highland,6.354459059704881e-06,7.0,-11.9663537773699
2024-07-07,potosi,Potosí,Potosí,highland,1.6371624597968205e-05,7.0,-11.019960929112749
2024-07-14,potosi,Potosí,Potosí,highland,7.719915834133799e-06,7.0,-11.771707096301295
2024-07-21,potosi,Potosí,Potosí,highland,9.876343839306756e-06,7.0,-11.525368171442722
2024-07-28,potosi,Potosí,Potosí,highland,8.351770906140629e-06,6.0,-11.693036957020523
2024-08-04,potosi,Potosí,Potosí,highland,1.1283972070483855e-05,7.0,-11.392127239970812
2024-08-11,potosi,Potosí,Potosí,highland,8.165974830437735e-06,7.0,-11.715534447310468
2024-08-18,potosi,Potosí,Potosí,highland,8.583432872622637e-06,6.0,-11.665676622779477
2024-08-25,potosi,Potosí,Potosí,highland,1.3706803206171274e-05,7.0,-11.197618263995357
2024-09-01,potosi,Potosí,Potosí,highland,7.677657325360222e-06,6.0,-11.777196093097952
2024-09-08,potosi,Potosí,Potosí,highland,1.2541110874732193e-05,6.0,-11.286498440181282
2024-09-15,potosi,Potosí,Potosí,highland,,2.0,
2024-09-22,potosi,Potosí,Potosí,highland,1.46829126592141e-05,6.0,-11.128826144430363
2024-09-29,potosi,Potosí,Potosí,highland,9.95594582850224e-06,4.0,-11.517340614564306
2024-10-06,potosi,Potosí,Potosí,highland,8.027162867907957e-06,6.0,-11.732679409010961
2024-10-13,potosi,Potosí,Potosí,highland,1.3296486412342165e-05,5.0,-11.228010737161268
2024-10-20,potosi,Potosí,Potosí,highland,8.048214445413006e-06,4.0,-11.730060299160069
2024-10-27,potosi,Potosí,Potosí,highland,8.718565959782242e-06,5.0,-11.650055787720865
2024-11-03,potosi,Potosí,Potosí,highland,6.274933882100632e-06,3.0,-11.978947609718968
2024-11-10,potosi,Potosí,Potosí,highland,4.04997898287346e-06,3.0,-12.416798866273252
2024-11-17,potosi,Potosí,Potosí,highland,1.3727615417101428e-06,3.0,-13.498686123093659
2024-11-24,potosi,Potosí,Potosí,highland,1.3430074528064313e-06,4.0,-13.520599091066694
2024-12-01,potosi,Potosí,Potosí,highland,,1.0,
2024-12-08,potosi,Potosí,Potosí,highland,,1.0,
2024-12-15,potosi,Potosí,Potosí,highland,4.8453940897811874e-06,5.0,-12.237481976449299
2024-12-22,potosi,Potosí,Potosí,highland,,1.0,
2024-12-29,potosi,Potosí,Potosí,highland,1.0708803395742158e-05,4.0,-11.444444407501795
2025-01-05,potosi,Potosí,Potosí,highland,7.5094712961611615e-06,3.0,-11.799345494644966
2025-01-12,potosi,Potosí,Potosí,highland,,2.0,
2025-01-19,potosi,Potosí,Potosí,highland,7.470693684604989e-06,3.0,-11.804522700399433
2025-01-26,potosi,Potosí,Potosí,highland,,2.0,
2025-02-02,potosi,Potosí,Potosí,highland,3.921273163938314e-06,4.0,-12.449094170174734
2025-02-09,potosi,Potosí,Potosí,highland,5.929498681995628e-06,4.0,-12.03557088782076
2025-02-16,potosi,Potosí,Potosí,highland,,1.0,
2025-02-23,potosi,Potosí,Potosí,highland,7.667891165059024e-06,4.0,-11.778468926275053
2025-03-02,potosi,Potosí,Potosí,highland,7.333985373459323e-06,3.0,-11.822991482664099
2025-03-09,potosi,Potosí,Potosí,highland,,0.0,
2025-03-16,potosi,Potosí,Potosí,highland,,2.0,
2025-03-23,potosi,Potosí,Potosí,highland,8.014469002900438e-06,6.0,-11.734262024515326
2025-03-30,potosi,Potosí,Potosí,highland,6.0234509724485756e-06,6.0,-12.019850211651963
2025-04-06,potosi,Potosí,Potosí,highland,,2.0,
2025-04-13,potosi,Potosí,Potosí,highland,7.372616503743385e-06,6.0,-11.817737893907319
2025-04-20,potosi,Potosí,Potosí,highland,6.936901979698665e-06,7.0,-11.878655283731769
2025-04-27,potosi,Potosí,Potosí,highland,6.7978034870853225e-06,4.0,-11.898911014568414
2025-05-04,potosi,Potosí,Potosí,highland,5.606743083911735e-06,6.0,-12.091540562469692
2025-05-11,potosi,Potosí,Potosí,highland,6.93866590431042e-06,7.0,-11.878401034732953
2025-05-18,potosi,Potosí,Potosí,highland,1.1538855397556399e-05,7.0,-11.369790487457234
2025-05-25,potosi,Potosí,Potosí,highland,1.1813279116587094e-05,7.0,-11.346286310359723
2025-06-01,potosi,Potosí,Potosí,highland,1.0405830256978344e-05,5.0,-11.473144307262807
2025-06-08,potosi,Potosí,Potosí,highland,6.508364903792292e-06,7.0,-11.942422300143654
2025-06-15,potosi,Potosí,Potosí,highland,5.149373418687006e-06,7.0,-12.17663551696494
2025-06-22,potosi,Potosí,Potosí,highland,4.8561210312700745e-06,6.0,-12.235270580450528
2025-06-29,potosi,Potosí,Potosí,highland,3.7996911057504526e-06,7.0,-12.480590782496387
2025-07-06,potosi,Potosí,Potosí,highland,1.2427047643668754e-05,7.0,-11.295635199264387
2025-07-13,potosi,Potosí,Potosí,highland,1.4567960930070725e-05,7.0,-11.136685897443256
2025-07-20,potosi,Potosí,Potosí,highland,5.924013826126323e-06,6.0,-12.036496327644105
2025-07-27,potosi,Potosí,Potosí,highland,9.470220683938677e-06,7.0,-11.567358347559596
2025-08-03,potosi,Potosí,Potosí,highland,5.664240006989269e-06,5.0,-12.081337828355275
2025-08-10,potosi,Potosí,Potosí,highland,6.385901881358805e-06,7.0,-11.961417828437575
2025-08-17,potosi,Potosí,Potosí,highland,6.895595156672624e-06,7.0,-11.884627733305232
2025-08-24,potosi,Potosí,Potosí,highland,6.310361981821246e-06,6.0,-11.973317516682332
2025-08-31,potosi,Potosí,Potosí,highland,1.097166914597909e-05,7.0,-11.420194139738477
2025-09-07,potosi,Potosí,Potosí,highland,,2.0,
2025-09-14,potosi,Potosí,Potosí,highland,1.241378242819189e-05,5.0,-11.29670321645217
2025-09-21,potosi,Potosí,Potosí,highland,1.267097289177766e-05,5.0,-11.276196779540712
2025-09-28,potosi,Potosí,Potosí,highland,9.163248273326082e-06,6.0,-11.60030982714734
2025-10-05,potosi,Potosí,Potosí,highland,1.1409796312373806e-05,5.0,-11.381038245925899
2025-10-12,potosi,Potosí,Potosí,highland,7.617696666420265e-06,5.0,-11.785036508707936
2025-10-19,potosi,Potosí,Potosí,highland,7.5798768587631265e-06,3.0,-11.790013603987715
2025-10-26,potosi,Potosí,Potosí,highland,,1.0,
2025-11-02,potosi,Potosí,Potosí,highland,,0.0,
2025-11-09,potosi,Potosí,Potosí,highland,7.183686702744068e-06,5.0,-11.84369783833515
2025-11-16,potosi,Potosí,Potosí,highland,9.424582951894808e-06,3.0,-11.57218907474505
2025-11-23,potosi,Potosí,Potosí,highland,6.297739015109533e-06,5.0,-11.975319875472506
2025-11-30,potosi,Potosí,Potosí,highland,8.675812268679021e-07,3.0,-13.957556696231599
2025-12-07,potosi,Potosí,Potosí,highland,,2.0,
2025-12-14,potosi,Potosí,Potosí,highland,1.3268261859215058e-05,5.0,-11.230135700925967
2025-12-21,potosi,Potosí,Potosí,highland,4.618742891441412e-06,4.0,-12.285387991316542
2025-12-28,potosi,Potosí,Potosí,highland,1.1388043338143987e-05,3.0,-11.382946582958255
2026-01-04,potosi,Potosí,Potosí,highland,,2.0,
2026-01-11,potosi,Potosí,Potosí,highland,,2.0,
2026-01-18,potosi,Potosí,Potosí,highland,,2.0,
2026-01-25,potosi,Potosí,Potosí,highland,,2.0,
2026-02-01,potosi,Potosí,Potosí,highland,,0.0,
2026-02-08,potosi,Potosí,Potosí,highland,8.144892771249408e-06,6.0,-11.718119480975512
2026-02-15,potosi,Potosí,Potosí,highland,7.147400502339915e-06,5.0,-11.848761833470844
2026-02-22,potosi,Potosí,Potosí,highland,1.1697015862053799e-05,3.0,-11.356176803217817
2026-03-01,potosi,Potosí,Potosí,highland,7.81282293764132e-06,5.0,-11.759744207737976
2026-03-08,potosi,Potosí,Potosí,highland,,2.0,
2026-03-15,potosi,Potosí,Potosí,highland,4.552228270694292e-06,3.0,-12.299893715057006
2026-03-22,potosi,Potosí,Potosí,highland,1.2078673215480565e-05,4.0,-11.32406920464529
2026-03-29,potosi,Potosí,Potosí,highland,6.700831855337673e-06,4.0,-11.913278881761174
2026-04-05,potosi,Potosí,Potosí,highland,1.2242107908488293e-05,4.0,-11.310629080961576
2026-04-12,potosi,Potosí,Potosí,highland,,1.0,
2026-04-19,potosi,Potosí,Potosí,highland,2.3236501923473467e-06,6.0,-12.972371249947827
2026-04-26,potosi,Potosí,Potosí,highland,5.390709264640262e-06,5.0,-12.130833592713378
2026-05-03,potosi,Potosí,Potosí,highland,6.710163402864738e-06,5.0,-11.911887255136397
2026-05-10,potosi,Potosí,Potosí,highland,1.027103540255483e-05,7.0,-11.48618272094059
2018-07-01,santa_cruz,Santa Cruz,Santa Cruz,lowland,,1.0,
2018-07-08,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.2012171434188151e-05,4.0,-11.329590136034598
2018-07-15,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.315795152952457e-05,6.0,-11.238484303033916
2018-07-22,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.1155288444354469e-05,5.0,-11.403596872560705
2018-07-29,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.4537914605124488e-05,7.0,-11.138750520827152
2018-08-05,santa_cruz,Santa Cruz,Santa Cruz,lowland,,1.0,
2018-08-12,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.076870847504268e-05,4.0,-10.389012343023012
2018-08-19,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.66743442308554e-05,6.0,-10.531808344739169
2018-08-26,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.664513543000474e-05,5.0,-10.53290395947353
2018-09-02,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.5313277275777085e-05,6.0,-10.251251537950422
2018-09-09,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.525902669423791e-05,7.0,-10.25278898505569
2018-09-16,santa_cruz,Santa Cruz,Santa Cruz,lowland,5.085730163828013e-05,4.0,-9.886486854071418
2018-09-23,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.191358571203663e-05,5.0,-10.35247875444663
2018-09-30,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.1396381348991884e-05,7.0,-10.368817915353807
2018-10-07,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.2561608912627476e-05,4.0,-10.699260816828266
2018-10-14,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.2889272026779246e-05,5.0,-10.684842227616963
2018-10-21,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.7286321724722116e-05,5.0,-10.965595020940654
2018-10-28,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.9425103537480575e-05,4.0,-10.848944331609937
2018-11-04,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.3168969033445571e-05,4.0,-11.237647326712448
2018-11-11,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.575910397778165e-05,5.0,-11.058092329352474
2018-11-18,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.2629257113587066e-05,5.0,-11.279494442525214
2018-11-25,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.6269652197148047e-05,4.0,-11.026209013904163
2018-12-02,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.5445826194679933e-05,4.0,-11.078171740329045
2018-12-09,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.4046429916823564e-05,6.0,-11.17314229291972
2018-12-16,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.738264846898106e-06,5.0,-11.539447603315635
2018-12-23,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.5354947862228515e-06,4.0,-12.885121758024692
2018-12-30,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.893268156407147e-06,6.0,-11.523656016319142
2019-01-06,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.791278412843671e-06,7.0,-11.534018526408463
2019-01-13,santa_cruz,Santa Cruz,Santa Cruz,lowland,,2.0,
2019-01-20,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.3342792762136729e-05,6.0,-11.224534186903957
2019-01-27,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.5297522539482705e-05,7.0,-11.087819668201243
2019-02-03,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.0169160686823578e-05,4.0,-10.81135581882114
2019-02-10,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.493601016901226e-06,7.0,-11.564892563481092
2019-02-17,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.1787686427414212e-05,4.0,-11.348455094442452
2019-02-24,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.0251532823666774e-05,7.0,-11.488083319788045
2019-03-03,santa_cruz,Santa Cruz,Santa Cruz,lowland,,2.0,
2019-03-10,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.143685019066845e-05,5.0,-11.378669942907234
2019-03-17,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.940119191617045e-06,4.0,-11.51893154625933
2019-03-24,santa_cruz,Santa Cruz,Santa Cruz,lowland,7.57795951396927e-06,4.0,-11.790266587956792
2019-03-31,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.0665888513587383e-05,6.0,-11.448459898344955
2019-04-07,santa_cruz,Santa Cruz,Santa Cruz,lowland,7.806296533730614e-06,3.0,-11.760579902003903
2019-04-14,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.1077704382531497e-05,7.0,-11.41057608380316
2019-04-21,santa_cruz,Santa Cruz,Santa Cruz,lowland,8.5081949849719e-06,6.0,-11.674480743050164
2019-04-28,santa_cruz,Santa Cruz,Santa Cruz,lowland,,2.0,
2019-05-05,santa_cruz,Santa Cruz,Santa Cruz,lowland,5.745209985531614e-06,6.0,-12.067144096325153
2019-05-12,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.698609999904678e-06,4.0,-11.543527981702116
2019-05-19,santa_cruz,Santa Cruz,Santa Cruz,lowland,8.945097834669113e-06,7.0,-11.624404903705203
2019-05-26,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.0823581652685632e-05,4.0,-11.433783317816328
2019-06-02,santa_cruz,Santa Cruz,Santa Cruz,lowland,,2.0,
2019-06-09,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.2214435234480684e-05,7.0,-11.312892089732328
2019-06-16,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.354751411971162e-06,4.0,-11.579626171336214
2019-06-23,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.0505652254888855e-05,6.0,-11.463597135648229
2019-06-30,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.115820186856683e-06,5.0,-11.605499171780128
2019-07-07,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.0995471357464281e-05,3.0,-11.418027064711438
2019-07-14,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.1553387310980913e-05,7.0,-11.36853189031479
2019-07-21,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.5768202773903953e-05,5.0,-11.057515128359913
2019-07-28,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.3752897294962148e-05,4.0,-11.194261043687542
2019-08-04,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.6212655538885995e-05,6.0,-11.029718414604524
2019-08-11,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.4730769444398715e-05,6.0,-10.607462363109931
2019-08-18,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.4442155793564495e-05,7.0,-10.619201219958285
2019-08-25,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.669271838824799e-05,7.0,-10.531119749294081
2019-09-01,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.480513924691677e-05,7.0,-10.604459698563774
2019-09-08,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.9416505649061722e-05,7.0,-10.433954624520245
2019-09-15,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.48984634606729e-05,5.0,-10.263067756639922
2019-09-22,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.236821267927908e-05,5.0,-10.338333706895645
2019-09-29,santa_cruz,Santa Cruz,Santa Cruz,lowland,3.597092808169569e-05,6.0,-10.232799499041203
2019-10-06,santa_cruz,Santa Cruz,Santa Cruz,lowland,,2.0,
2019-10-13,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.0311217549110046e-05,6.0,-10.804337235911294
2019-10-20,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.3605662314372842e-05,7.0,-10.654023946135847
2019-10-27,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.0481391495397284e-05,6.0,-10.795993815989869
2019-11-03,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.7945003531382328e-05,5.0,-10.928198836575515
2019-11-10,santa_cruz,Santa Cruz,Santa Cruz,lowland,8.09780951038195e-06,4.0,-11.723916963675931
2019-11-17,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.6496877726300322e-05,6.0,-11.012339423672822
2019-11-24,santa_cruz,Santa Cruz,Santa Cruz,lowland,2.2310903877973995e-05,6.0,-10.710435035863876
2019-12-01,santa_cruz,Santa Cruz,Santa Cruz,lowland,7.904387455089689e-06,5.0,-11.748092578592411
2019-12-08,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.0401539600480203e-05,6.0,-11.473556724265855
2019-12-15,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.1709811012948318e-05,6.0,-11.355083519430371
2019-12-22,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.1150162244157669e-05,3.0,-11.404056509118481
2019-12-29,santa_cruz,Santa Cruz,Santa Cruz,lowland,6.3274346871632105e-06,6.0,-11.970615666640743
2020-01-05,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.1227155388396538e-05,6.0,-11.397175125985163
2020-01-12,santa_cruz,Santa Cruz,Santa Cruz,lowland,8.04964942403732e-06,4.0,-11.729882017291152
2020-01-19,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.2521718183159779e-05,7.0,-11.288045966631534
2020-01-26,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.4850351397746718e-05,6.0,-11.117487029847606
2020-02-02,santa_cruz,Santa Cruz,Santa Cruz,lowland,9.444685387735056e-06,4.0,-11.570058367493058
2020-02-09,santa_cruz,Santa Cruz,Santa Cruz,lowland,8.55702718526056e-06,7.0,-11.668757719571786
2020-02-16,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.2248701117888739e-05,5.0,-11.310090657787999
2020-02-23,santa_cruz,Santa Cruz,Santa Cruz,lowland,8.555600626549912e-06,5.0,-11.668924445422384
2020-03-01,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.3114622166006193e-05,5.0,-11.241782754362287
2020-03-08,santa_cruz,Santa Cruz,Santa Cruz,lowland,1.3217589480078818e-05,7.0,-11.23396207904101
